id,Gender,Age,City,Profession,Academic Pressure,Work Pressure,CGPA,Study Satisfaction,Job Satisfaction
16109,Female,32,Varanasi,Student,3,0,6,5,0
16112,Female,24,Patna,Student,4,0,9,5,0
16115,Male,18,Vasai-Virar,Student,4,0,9,,0
16124,Male,24,Vasai-Virar,Student,4,0,7,1,0
16136,Male,30,Surat,Student,2,,8,,0
16138,Female,34,,Student,2,0,10,2,0
16142,Male,28,Hyderabad,Student,4,0,7,3,0
16148,Male,28,Meerut,Student,1,0,10,3,0
16150,Female,28,Jaipur,Student,4,0,6,1,0
16152,Female,29,Kalyan,Student,1,0,7,2,0
16157,Female,29,Lucknow,Student,2,0,7,5,0
16159,Female,32,Nashik,Student,5,,6,1,0
16161,Male,18,Lucknow,Student,1,0,9,3,0
16162,Male,29,Kalyan,Student,1,0,9,2,0
16168,Male,34,Varanasi,Student,1,0,9,3,0
16171,Female,27,Ahmedabad,Student,2,0,10,4,0
16173,Male,33,Indore,Student,3,0,6,4,0
16175,Male,29,,Student,3,0,9,5,0
16187,Female,28,Visakhapatnam,Student,1,0,7,5,0
16193,Female,32,,Student,2,0,9,5,0
16196,Male,33,,Architect,2,0,7,4,0
16197,Male,28,Lucknow,Student,4,,5,2,0
16198,Female,20,Kalyan,Student,3,0,5,3,0
16202,Female,18,Surat,Student,4,0,7,3,0
16203,Female,19,Kanpur,Student,5,,10,2,0
16208,Male,18,Kolkata,Student,4,0,9,5,0
16211,Male,23,Jaipur,Student,5,0,8,,0
16215,Male,28,Mumbai,Student,4,0,7,,0
16218,Male,28,Vasai-Virar,Student,5,0,8,3,0
16221,Female,30,Rajkot,Student,1,0,10,2,0
16223,Male,30,Kalyan,Student,2,0,10,3,0
16226,Female,19,Ahmedabad,Student,5,,6,1,0
16230,Female,21,Visakhapatnam,Student,1,0,9,5,0
16232,Male,33,,Student,3,0,7,4,0
16234,Female,25,Visakhapatnam,Student,5,,9,2,0
16236,Male,24,Jaipur,Student,1,0,8,3,0
16241,Male,21,Kalyan,Student,1,0,8,1,0
16242,Male,26,Ahmedabad,Student,2,0,8,3,0
16243,Male,20,Indore,Student,3,0,5,4,0
16249,Male,32,Ludhiana,Student,4,0,6,5,0
16260,Male,28,Ludhiana,Student,3,0,7,1,0
16268,Female,27,Srinagar,Student,5,0,6,1,0
16273,Female,30,,Student,1,0,10,4,0
16278,Male,29,Kalyan,Student,4,0,9,4,0
16279,Female,25,Thane,Student,4,0,7,5,0
16281,Male,24,Nashik,Student,4,0,8,1,0
16289,Female,20,Faridabad,Student,3,0,8,4,0
16294,Male,31,Ghaziabad,Student,5,0,7,3,0
16297,Female,34,Vasai-Virar,Student,4,0,9,2,0
16299,Male,24,Kolkata,Student,4,0,7,5,0
16303,Male,33,,Student,1,,10,,0
16312,Male,27,Thane,Student,5,0,9,4,0
16320,Female,33,Srinagar,Student,3,0,6,3,0
16321,Male,33,Kalyan,Student,2,0,8,4,0
16330,Male,20,Thane,Student,5,,6,3,0
16331,Female,25,Indore,Student,1,0,9,,0
16336,Male,26,Vasai-Virar,Student,4,0,9,4,0
16337,Female,25,,Student,3,,6,3,0
16339,Female,34,,Student,2,0,6,4,0
16352,Female,33,Kalyan,Student,4,0,6,4,0
16362,Female,34,Kalyan,Student,5,0,7,,0
16363,Male,30,Lucknow,Student,2,0,7,4,0
16367,Male,29,Ghaziabad,Student,1,0,7,4,0
16374,Female,22,Patna,Student,4,0,10,3,0
16383,Male,27,Jaipur,Student,5,0,6,3,0
16387,Male,25,Hyderabad,Student,5,0,10,1,0
16398,Female,27,Kalyan,Student,3,0,7,1,0
16400,Male,75,Thane,Student,3,0,9,,0
16401,Male,29,Visakhapatnam,Student,3,0,6,3,0
16404,Male,34,Agra,Student,2,,9,1,0
16406,Male,34,,Student,4,0,5,2,0
16408,Male,34,Kolkata,Student,2,0,5,5,0
16414,Male,24,,Student,5,0,6,4,0
16416,Male,19,Kolkata,Student,5,0,9,4,0
16419,Female,24,Varanasi,Student,2,0,8,4,0
16422,Female,21,Bangalore,Student,1,0,9,1,0
16426,Male,33,,Student,5,0,7,5,0
16434,Male,32,Hyderabad,Student,3,0,8,1,0
16438,Male,27,,Student,2,,6,3,0
16441,Male,20,Srinagar,Student,5,0,8,1,0
16452,Female,25,Agra,Student,4,0,6,1,0
16456,Male,21,Kalyan,Student,1,0,7,4,0
16460,Male,23,Thane,Student,1,0,9,4,0
16472,Male,34,Lucknow,Student,4,0,9,4,0
16473,Female,30,Srinagar,Student,5,0,10,3,0
16479,Female,28,Lucknow,Student,4,0,8,1,0
16491,Male,23,Delhi,Student,1,0,6,3,0
16492,Male,28,Lucknow,Student,3,0,10,2,0
16500,Male,28,Varanasi,Student,4,0,7,2,0
16503,Female,20,Ludhiana,Student,2,0,9,4,0
16504,Male,28,Ahmedabad,Student,3,0,7,3,0
16507,Male,18,Kolkata,Student,5,0,10,4,0
16510,Male,30,Patna,Student,4,0,9,5,0
16513,Male,28,Ghaziabad,Student,5,,8,1,0
16517,Male,32,Vadodara,Student,1,0,9,1,0
16528,Female,29,Ahmedabad,Student,3,0,6,4,0
16531,Female,27,Ahmedabad,Student,1,0,6,3,0
16533,Female,18,Thane,Student,3,0,6,,0
16538,Female,34,,Student,2,0,6,3,0
16546,Male,26,Surat,Student,3,0,8,2,0
16548,Male,20,Ghaziabad,Student,5,0,10,,0
16560,Female,22,Faridabad,Student,5,0,6,4,0
16571,Male,29,Jaipur,Student,3,0,9,1,0
16580,Male,23,Kalyan,Student,3,0,6,3,0
16588,Male,19,Surat,Student,3,0,9,1,0
16590,Female,33,Kanpur,Student,2,0,7,4,0
16591,Male,20,Vasai-Virar,Student,1,0,9,3,0
16594,Female,29,,Student,3,,9,1,0
16595,Female,20,Surat,Student,4,0,5,,0
16596,Male,20,Mumbai,Student,4,,10,4,0
16608,Male,30,Hyderabad,Student,3,0,7,1,0
16613,Female,24,Jaipur,Student,2,0,6,1,0
16616,Male,18,Rajkot,Student,4,0,9,4,0
16617,Male,29,Lucknow,Student,4,0,5,3,0
16618,Male,28,Thane,Student,4,0,9,1,0
16619,Male,33,,Student,1,0,7,4,0
16624,Male,33,Nagpur,Student,5,,9,4,0
16626,Male,34,Thane,Student,1,0,7,3,0
16628,Male,29,Ghaziabad,Student,4,0,9,2,0
16634,Female,24,,Student,2,0,8,3,0
16646,Female,33,Kalyan,Student,3,0,9,3,0
16647,Male,33,Bhopal,Student,5,0,9,1,0
16648,Male,20,,Student,4,0,10,3,0
16656,Male,25,Bangalore,Student,3,,5,2,0
16657,Female,32,Surat,Student,3,0,6,5,0
16660,Male,20,Nagpur,Student,4,0,9,2,0
16671,Male,20,Nashik,Student,3,0,9,3,0
16674,Male,34,Varanasi,Student,1,0,7,1,0
16677,Male,32,Mumbai,Student,2,0,7,1,0
16682,Male,27,Srinagar,Student,2,0,5,5,0
16687,Male,75,,Student,1,0,8,4,0
16689,Male,23,Nagpur,Student,3,0,7,1,0
16693,Male,33,Surat,Student,4,0,5,,0
16694,Male,20,Hyderabad,Student,1,0,7,5,0
16701,Male,24,Jaipur,Student,3,0,8,3,0
16717,Female,34,Ahmedabad,Student,4,0,9,,0
16722,Male,33,Patna,Student,3,0,9,3,0
16725,Female,39,,Student,4,0,6,2,0
16727,Female,24,Surat,Student,3,0,10,1,0
16730,Male,20,Pune,Student,5,0,5,3,0
16732,Female,25,,Student,4,,6,3,0
16737,Female,30,Ghaziabad,Student,5,0,6,2,0
16752,Male,23,Patna,Student,2,,9,4,0
16754,Female,-15,Mumbai,Student,4,0,10,4,0
16763,Female,22,Thane,Student,5,0,7,,0
16768,Male,25,Kolkata,Student,4,0,8,2,0
16770,Male,21,,Student,3,0,10,4,0
16776,Male,32,Agra,Student,3,0,9,5,0
16783,Female,28,Vadodara,Student,5,0,7,4,0
16785,Male,19,Pune,Student,5,0,6,4,0
16792,Male,26,,Student,4,0,9,1,0
16797,Male,27,Jaipur,Student,5,0,8,2,0
16801,Male,23,Hyderabad,Student,5,0,9,4,0
16802,Male,20,Thane,Student,5,0,9,1,0
16807,Female,21,Vadodara,Student,5,0,9,4,0
16809,Male,25,Agra,Student,1,0,9,5,0
16811,Female,23,,Student,1,,8,4,0
16814,Male,23,Ahmedabad,Student,2,0,6,2,0
16816,Male,27,Meerut,Student,3,0,9,2,0
16818,Female,28,Kanpur,Student,3,0,7,3,0
16825,Female,20,Ludhiana,Student,2,0,6,5,0
16827,Male,23,Rajkot,Student,4,0,6,4,0
16828,Male,33,Nagpur,Student,3,0,5,4,0
16835,Male,27,Kanpur,Student,5,,5,1,0
16842,Male,27,,Student,2,0,6,,0
16859,Male,20,Nashik,Student,1,0,6,4,0
16860,Male,33,Kolkata,Student,1,0,5,4,0
16862,Female,18,Vasai-Virar,Student,4,0,7,4,0
16865,Male,32,Thane,Student,1,0,8,3,0
16871,Female,26,Jaipur,Student,3,0,8,4,0
16873,Male,20,,Student,3,0,6,2,0
16878,Male,33,Mumbai,Student,1,0,7,4,0
16882,Female,23,Chennai,Student,1,0,8,5,0
16888,Female,22,Ahmedabad,Student,4,0,8,4,0
16890,Male,23,Kolkata,Student,5,0,10,,0
16893,Male,23,Chennai,Student,5,0,9,1,0
16895,Male,28,Nagpur,Student,5,0,8,4,0
16900,Male,18,Nagpur,Student,4,0,8,,0
16901,Male,27,Chennai,Student,5,0,8,3,0
16918,Female,33,Ludhiana,Student,2,0,9,,0
16922,Female,18,Vadodara,Student,3,0,7,4,0
16925,Male,27,Kolkata,Student,5,,7,2,0
16936,Male,24,Meerut,Student,1,0,6,2,0
16938,Male,31,Hyderabad,Student,4,0,9,2,0
16940,Female,29,Kanpur,Student,3,0,6,,0
16944,Male,23,,Student,3,0,6,4,0
16950,Male,34,Chennai,Student,3,0,8,4,0
16956,Female,27,Nashik,Student,1,0,7,3,0
16959,Female,24,Mumbai,Architect,3,0,9,5,0
16963,Male,20,Lucknow,Student,3,0,7,3,0
16984,Female,22,Kalyan,Student,5,0,6,3,0
16990,Male,26,Chennai,Student,1,0,6,3,0
16991,Female,27,Ghaziabad,Student,1,0,8,,0
16994,Female,21,Meerut,Student,2,0,5,4,0
17002,Male,18,Vasai-Virar,Student,5,0,6,2,0
17005,Male,30,Chennai,Student,3,0,9,5,0
17006,Male,22,Pune,Student,2,0,5,1,0
17009,Male,23,,Student,5,,7,5,0
17013,Female,31,Kalyan,Student,2,0,8,2,0
17023,Female,32,Nagpur,Student,3,0,6,5,0
17025,Female,29,Ludhiana,Student,3,0,5,1,0
17028,Female,32,Kalyan,Student,1,0,10,1,0
17031,Male,28,Lucknow,Student,2,0,8,5,0
17039,Male,30,Surat,Student,3,,8,4,0
17047,Male,24,Surat,Student,2,0,7,4,0
17055,Female,20,Bangalore,Student,4,0,8,3,0
17071,Male,20,Surat,Student,2,0,7,4,0
17072,Male,32,Vadodara,Student,5,0,6,3,0
17077,Male,22,,Student,2,0,9,3,0
17080,Male,20,Bangalore,Student,3,0,8,4,0
17082,Female,27,Nashik,Student,3,0,9,1,0
17085,Female,30,Patna,Student,1,0,8,5,0
17086,Male,27,Hyderabad,Student,4,0,10,2,0
17089,Female,29,Agra,Student,1,,8,1,0
17093,Male,28,,Student,5,0,9,3,0
17095,Female,20,Ludhiana,Student,2,0,7,4,0
17105,Male,19,Hyderabad,Student,5,,8,,0
17109,Male,33,Ahmedabad,Student,4,0,7,1,0
17111,Male,18,Kalyan,Student,3,0,7,5,0
17116,Female,28,Meerut,Student,5,0,9,1,0
17132,Male,34,Ludhiana,Student,2,0,6,2,0
17135,Male,27,Nashik,Student,5,0,10,2,0
17137,Female,24,Kolkata,Student,4,,9,1,0
17138,Male,18,Chennai,Student,4,0,6,,0
17143,Male,32,Varanasi,Student,3,0,7,3,0
17148,Female,32,Pune,Student,4,0,7,5,0
17150,Male,26,Srinagar,Student,3,0,10,3,0
17152,Female,30,,Student,2,0,6,4,0
17160,Male,33,Agra,Student,3,0,9,1,0
17165,Male,29,Srinagar,Student,3,0,10,1,0
17167,Female,29,Vadodara,Student,1,0,7,4,0
17177,Female,30,Jaipur,Student,2,0,8,4,0
17192,Female,31,,Student,3,0,6,4,0
17193,Female,26,Patna,Student,4,0,9,4,0
17204,Male,27,Faridabad,Student,5,0,5,4,0
17210,Female,23,,Student,5,0,5,5,0
17213,Male,49,Nagpur,Student,3,,6,3,0
17218,Male,27,,Student,4,,6,,0
17227,Female,27,,Student,5,0,6,2,0
17233,Male,20,Mumbai,Student,4,0,6,4,0
17237,Male,-15,Kanpur,Student,3,0,7,1,0
17239,Female,27,Nagpur,Student,3,0,9,3,0
17242,Female,30,Mumbai,Student,3,0,8,1,0
17243,Female,24,Ahmedabad,Student,4,0,6,4,0
17250,Male,25,Varanasi,Student,2,0,5,5,0
17257,Male,25,Visakhapatnam,Student,5,0,9,3,0
17258,Female,27,Surat,Student,5,0,7,3,0
17268,Male,19,Lucknow,Student,4,,9,1,0
17269,Male,26,Kolkata,Student,3,,6,3,0
17279,Male,28,Ghaziabad,Student,5,0,7,4,0
17283,Male,28,Agra,Student,4,,9,2,0
17287,Male,27,Nagpur,Student,5,,7,4,0
17291,Male,23,Ludhiana,Student,4,0,8,2,0
17301,Female,22,Pune,Student,5,0,9,1,0
17304,Female,19,Varanasi,Student,4,0,7,2,0
17310,Male,19,Pune,Student,2,0,9,5,0
17313,Male,34,Ahmedabad,Student,2,0,9,,0
17314,Male,20,Bangalore,Student,3,0,9,2,0
17321,Male,32,Jaipur,Student,3,0,8,3,0
17322,Male,34,Ludhiana,Student,3,0,10,5,0
17324,Female,31,Rajkot,Student,4,,9,2,0
17325,Male,23,Chennai,Student,3,,10,,0
17326,Male,32,Srinagar,Student,3,0,10,2,0
17327,Female,27,,Student,2,0,9,4,0
17330,Male,28,Vasai-Virar,Student,5,0,7,3,0
17340,Female,32,Kanpur,Student,5,0,10,2,0
17345,Male,33,Srinagar,Student,2,0,9,4,0
17348,Female,27,Kolkata,Student,2,0,10,2,0
17351,Male,27,Mumbai,Student,3,0,7,2,0
17366,Female,27,Rajkot,Student,4,0,8,5,0
17383,Female,24,Kalyan,Student,1,0,10,,0
17384,Female,25,Bangalore,Student,3,0,6,,0
17385,Female,22,Bhopal,Student,4,0,8,,0
17387,Male,18,Vasai-Virar,Student,3,0,9,,0
17394,Female,29,,Student,1,0,9,3,0
17395,Male,21,Hyderabad,Student,5,0,9,2,0
17400,Female,21,Chennai,Student,5,0,6,2,0
17402,Female,20,Kolkata,Student,1,0,8,2,0
17404,Male,22,Nashik,Student,5,0,6,2,0
17407,Male,19,Kolkata,Student,4,,9,1,0
17411,Male,29,Rajkot,Student,1,0,9,,0
17419,Male,23,Surat,Student,5,0,7,2,0
17427,Male,25,Ahmedabad,Student,5,0,10,5,0
17437,Female,32,Surat,Student,3,0,9,5,0
17441,Male,19,Pune,Student,1,0,8,3,0
17443,Female,26,Nagpur,Student,3,0,6,3,0
17444,Male,27,Hyderabad,Student,4,0,9,2,0
17450,Female,30,Kalyan,Student,2,0,6,4,0
17452,Female,32,Chennai,Student,3,0,7,1,0
17456,Male,26,Jaipur,Student,2,0,10,1,0
17462,Male,21,Rajkot,Student,3,0,9,2,0
17463,Male,21,,Student,4,0,9,1,0
17468,Male,28,Kolkata,Student,5,0,10,,0
17474,Female,24,Lucknow,Student,5,,9,4,0
17483,Female,20,,Student,4,0,10,3,0
17499,Male,25,Vasai-Virar,Student,3,0,10,4,0
17508,Male,23,Meerut,Student,1,0,6,3,0
17521,Male,24,Hyderabad,Student,1,0,6,1,0
17530,Male,20,Surat,Student,3,0,8,4,0
17543,Female,22,Ahmedabad,Student,2,0,9,2,0
17545,Female,22,Vadodara,Student,1,0,8,2,0
17549,Female,20,,Student,0,0,6,0,0
17554,Female,30,Bangalore,Student,3,0,7,3,0
17555,Female,33,Kalyan,Student,2,0,10,1,0
17556,Male,34,Visakhapatnam,Student,5,0,8,5,0
17564,Female,30,Bhopal,Student,5,0,5,4,0
17573,Male,23,Meerut,Student,2,0,7,2,0
17585,Male,33,Varanasi,Student,4,0,6,2,0
17586,Male,28,Kalyan,Student,1,0,7,1,0
17592,Female,30,Jaipur,Student,5,0,6,2,0
17600,Male,18,Visakhapatnam,Student,5,0,8,,0
17615,Male,30,Ludhiana,Student,4,0,9,3,0
17620,Female,21,Visakhapatnam,Student,3,0,7,,0
17622,Female,24,Visakhapatnam,Student,5,0,7,2,0
17623,Male,26,Ludhiana,Student,5,0,6,2,0
17646,Female,25,Vasai-Virar,Student,5,0,8,3,0
17650,Female,34,Pune,Student,3,0,6,,0
17655,Female,21,Agra,Student,1,0,9,,0
17656,Female,21,,Student,2,0,5,3,0
17657,Female,22,Vasai-Virar,Student,3,0,9,4,0
17664,Female,34,Lucknow,Student,3,0,7,,0
17667,Male,25,Patna,Student,3,0,6,1,0
17671,Female,33,Nagpur,Student,4,,9,5,0
17678,Male,32,Mumbai,Student,3,0,6,3,0
17681,Female,25,Kolkata,Student,3,0,8,3,0
17683,Female,34,Faridabad,Student,3,0,10,4,0
17691,Female,29,,Student,5,0,6,,0
17694,Female,32,Kalyan,Student,3,,7,3,0
17695,Female,32,Ludhiana,Student,5,0,9,3,0
17699,Female,20,Kolkata,Student,2,0,9,3,0
17717,Male,24,,Student,1,0,9,2,0
17724,Female,19,Kalyan,Student,5,0,7,2,0
17726,Male,29,Hyderabad,Student,4,0,9,4,0
17729,Male,23,Kalyan,Student,1,0,7,1,0
17739,Female,19,Srinagar,Student,2,0,9,3,0
17742,Male,19,Kalyan,Student,2,0,8,4,0
17747,Female,34,,Student,3,0,5,4,0
17765,Female,29,,Student,3,0,6,5,0
17768,Female,20,Surat,Student,2,0,10,5,0
17769,Male,20,Bangalore,Student,1,,9,2,0
17773,Female,25,Kalyan,Student,3,0,9,5,0
17778,Male,25,Vadodara,Student,5,0,8,1,0
17779,Female,19,Surat,Student,3,0,6,1,0
17786,Male,32,Visakhapatnam,Student,5,0,9,5,0
17794,Female,30,Patna,Student,3,0,8,2,0
17796,Female,34,Vasai-Virar,Student,3,0,10,1,0
17798,Female,33,Varanasi,Student,4,0,6,4,0
17807,Male,27,Jaipur,Student,1,0,5,4,0
17810,Male,21,Kalyan,Student,1,0,9,1,0
17811,Female,32,Pune,Student,1,0,9,4,0
17812,Female,20,Thane,Student,5,0,9,1,0
17815,Male,26,Vadodara,Student,5,0,8,2,0
17831,Female,29,Pune,Student,3,0,6,4,0
17837,Male,28,Varanasi,Student,3,0,9,2,0
17840,Male,28,Vadodara,Student,2,0,6,3,0
17842,Female,33,Ludhiana,Student,3,0,8,,0
17875,Male,-15,Hyderabad,Student,5,0,6,4,0
17876,Male,29,Meerut,Student,3,0,10,1,0
17877,Female,21,Hyderabad,Student,4,0,9,1,0
17881,Male,23,Meerut,Student,2,0,9,4,0
17884,Female,24,Chennai,Student,4,0,9,5,0
17890,Male,-15,Visakhapatnam,Student,5,0,9,1,0
17893,Female,24,,Student,5,0,9,1,0
17910,Male,21,Chennai,Student,5,0,10,2,0
17913,Male,20,Hyderabad,Student,2,0,9,5,0
17916,Female,25,,Student,5,0,8,4,0
17921,Female,18,Thane,Student,5,0,8,4,0
17925,Male,26,Patna,Student,4,0,9,3,0
17934,Female,21,,Student,5,0,8,1,0
17936,Female,18,Kolkata,Student,3,0,6,4,0
17939,Male,30,Kalyan,Student,3,0,8,2,0
17943,Male,31,Thane,Student,4,,10,2,0
17944,Male,31,,Student,2,0,9,2,0
17946,Female,23,Visakhapatnam,Student,4,0,8,4,0
17950,Female,20,Ludhiana,Student,5,0,7,1,0
17952,Male,23,Pune,Student,2,0,6,3,0
17954,Male,20,Pune,Student,5,0,7,2,0
17956,Male,29,Lucknow,Student,2,0,7,,0
17958,Female,26,Jaipur,Student,2,0,10,4,0
17959,Male,29,Rajkot,Student,3,0,8,1,0
17967,Male,27,Bhopal,Student,4,0,7,2,0
17968,Female,19,Ludhiana,Student,2,0,6,5,0
17969,Male,29,Indore,Student,1,0,6,4,0
17977,Male,23,Srinagar,Student,3,0,6,4,0
17982,Female,31,Ghaziabad,Student,5,0,7,,0
17994,Female,28,Varanasi,Student,2,0,6,1,0
17998,Female,24,Jaipur,Student,4,0,8,2,0
18012,Female,27,Patna,Student,5,0,8,1,0
18014,Male,25,Varanasi,Student,3,0,9,4,0
18015,Male,24,Meerut,Student,1,,9,4,0
18023,Female,34,Surat,Student,3,0,7,4,0
18026,Male,29,Vadodara,Student,2,0,6,3,0
18030,Female,27,Vadodara,Student,3,0,6,3,0
18044,Female,29,Ludhiana,Student,3,0,8,2,0
18050,Male,24,Hyderabad,Student,3,0,8,4,0
18053,Male,34,Vasai-Virar,Student,2,0,9,3,0
18054,Male,19,Visakhapatnam,Student,2,0,8,4,0
18057,Male,23,Kalyan,Student,1,0,10,5,0
18064,Male,33,Kolkata,Student,3,0,6,2,0
18072,Male,30,Kalyan,Student,1,0,7,2,0
18073,Male,20,Ludhiana,Student,3,0,7,2,0
18079,Female,28,Nagpur,Student,2,0,9,4,0
18083,Male,20,Vadodara,Student,4,0,6,3,0
18087,Male,33,,Student,5,0,6,2,0
18094,Female,21,,Student,4,0,7,,0
18096,Male,23,,Student,2,0,8,2,0
18101,Female,22,Thane,Student,1,0,8,4,0
18103,Male,34,Delhi,Student,3,0,7,4,0
18107,Male,21,,Student,5,0,8,1,0
18114,Female,21,Hyderabad,Student,1,0,7,1,0
18117,Female,21,Kalyan,Student,1,0,5,1,0
18125,Male,22,Agra,Student,2,0,8,1,0
18135,Male,32,Chennai,Student,2,0,7,4,0
18144,Female,19,Thane,Student,3,0,9,4,0
18148,Male,22,Kolkata,Student,4,0,8,1,0
18151,Female,34,Lucknow,Student,1,0,6,3,0
18158,Female,22,Srinagar,Student,1,0,8,1,0
18160,Female,30,Ludhiana,Student,4,0,9,5,0
18167,Female,20,Srinagar,Student,2,,10,4,0
18168,Male,22,Kolkata,Student,1,0,8,2,0
18176,Female,32,Visakhapatnam,Student,5,,5,1,0
18177,Female,27,Jaipur,Student,2,,8,1,0
18179,Male,26,Visakhapatnam,Student,3,0,6,2,0
18204,Male,33,Rajkot,Student,4,0,8,,0
18213,Male,21,Meerut,Student,1,0,7,4,0
18216,Female,31,Delhi,Student,4,0,6,,0
18221,Female,20,Ludhiana,Student,3,0,6,,0
18234,Female,-15,Kolkata,Student,3,0,9,3,0
18235,Female,22,Vasai-Virar,Student,4,0,9,3,0
18238,Female,26,Indore,Student,4,0,8,1,0
18248,Male,34,Meerut,Student,5,0,7,,0
18251,Male,19,Meerut,Student,3,,6,4,0
18252,Male,23,Visakhapatnam,Student,5,0,10,4,0
18258,Female,24,Ahmedabad,Student,1,0,7,5,0
18264,Male,31,Srinagar,Student,4,0,9,3,0
18267,Female,22,Ludhiana,Student,4,0,6,2,0
18278,Male,-15,Vadodara,Student,5,0,10,4,0
18280,Female,26,,Student,3,0,8,1,0
18284,Male,20,Ludhiana,Student,3,0,9,4,0
18291,Male,32,Agra,'Educational Consultant',3,0,6,4,0
18292,Male,25,Faridabad,Student,3,0,10,,0
18298,Male,29,Indore,Student,5,,6,5,0
18302,Female,26,Patna,Student,3,0,10,2,0
18307,Male,29,Kalyan,Student,4,0,9,5,0
18310,Male,29,Nashik,Student,3,0,9,4,0
18313,Female,19,Chennai,Student,5,0,6,,0
18315,Male,25,Pune,Student,3,0,9,3,0
18317,Male,29,Kalyan,Student,5,0,8,4,0
18324,Female,28,Nashik,Student,5,0,9,1,0
18326,Male,31,Meerut,Student,1,0,6,4,0
18331,Male,20,Chennai,Student,5,0,10,1,0
18333,Female,24,Srinagar,Student,3,0,8,3,0
18334,Female,31,Bangalore,Student,1,0,7,1,0
18338,Male,18,Kolkata,Student,5,0,6,1,0
18340,Female,31,Patna,Student,2,0,6,3,0
18344,Male,30,Faridabad,Student,5,0,6,0,0
18360,Male,34,Jaipur,Student,2,0,5,3,0
18368,Male,23,Vasai-Virar,Student,3,0,7,5,0
18374,Female,18,Patna,Student,3,0,10,,0
18375,Male,19,Indore,Student,5,0,8,4,0
18381,Male,30,Kolkata,Student,3,,9,1,0
18383,Female,34,Kalyan,Student,2,0,7,5,0
18384,Male,29,Ludhiana,Student,2,0,6,4,0
18389,Female,23,Ludhiana,Student,3,0,6,4,0
18394,Male,24,Delhi,Student,3,0,7,4,0
18402,Female,33,Vasai-Virar,Student,1,0,6,5,0
18410,Female,33,Visakhapatnam,Student,4,0,8,4,0
18414,Male,28,Ghaziabad,Student,4,0,9,,0
18415,Female,33,Ludhiana,Student,2,0,6,3,0
18417,Female,33,,Student,2,0,6,3,0
18418,Male,25,Nashik,Student,5,0,6,5,0
18419,Female,22,Jaipur,Student,4,0,9,3,0
18420,Male,18,Nashik,Student,4,0,7,3,0
18430,Male,19,,Student,3,0,7,2,0
18431,Male,29,Kalyan,Student,5,0,6,1,0
18435,Female,33,Thane,Student,3,0,5,4,0
18443,Male,31,Varanasi,Student,1,0,9,3,0
18447,Male,25,Kolkata,Student,4,,9,1,0
18450,Female,22,Bhopal,Student,1,0,8,5,0
18452,Female,18,Indore,Student,5,,6,,0
18454,Male,21,Ahmedabad,Student,5,0,9,3,0
18456,Male,21,Vasai-Virar,Student,3,0,9,2,0
18457,Female,19,,Student,5,0,8,3,0
18460,Male,22,Ludhiana,Student,2,0,10,1,0
18467,Female,19,Visakhapatnam,Student,3,0,9,2,0
18472,Male,24,Pune,Student,1,0,10,5,0
18491,Female,24,Visakhapatnam,Student,2,0,9,5,0
18492,Female,31,Varanasi,Student,4,0,8,1,0
18494,Female,20,Kolkata,Student,2,0,8,4,0
18502,Female,20,Pune,Student,1,0,9,3,0
18512,Female,34,Lucknow,Student,3,0,10,2,0
18514,Male,18,Patna,Student,4,0,8,1,0
18523,Male,25,Varanasi,Student,5,0,8,3,0
18525,Male,25,Indore,Student,3,0,6,4,0
18529,Male,31,Ludhiana,Student,2,0,9,3,0
18533,Female,24,Lucknow,Student,1,0,6,4,0
18534,Female,21,Vasai-Virar,Student,2,0,6,3,0
18539,Male,18,Mumbai,Student,5,0,6,5,0
18549,Male,33,Srinagar,Student,2,0,8,2,0
18552,Male,18,Patna,Student,4,0,5,5,0
18554,Female,27,Pune,Student,1,0,6,3,0
18555,Male,19,Faridabad,Student,5,0,10,1,0
18556,Male,34,Nashik,Student,3,0,9,3,0
18557,Female,32,Ludhiana,Student,3,0,8,2,0
18562,Male,30,Chennai,Student,4,0,9,3,0
18563,Male,23,Varanasi,Student,2,0,7,5,0
18566,Male,31,Rajkot,Student,3,0,7,2,0
18569,Female,33,Chennai,Student,1,0,6,1,0
18573,Female,28,Vasai-Virar,Student,5,0,7,1,0
18574,Male,24,Agra,Student,3,,8,5,0
18581,Female,33,Kanpur,Student,5,0,10,2,0
18585,Female,31,Visakhapatnam,Student,5,0,6,1,0
18590,Female,24,Meerut,Student,3,0,8,5,0
18595,Female,26,Vasai-Virar,Student,2,0,10,4,0
18596,Female,28,Mumbai,Student,3,0,7,5,0
18598,Female,33,Agra,Student,5,0,9,1,0
18608,Female,18,Ahmedabad,Student,5,0,8,5,0
18610,Female,30,Meerut,Student,1,0,6,2,0
18619,Male,20,,Student,5,0,10,1,0
18620,Female,75,Bhopal,Student,5,,5,1,0
18622,Male,19,Kolkata,Student,3,0,10,3,0
18634,Male,29,Varanasi,Student,2,0,7,4,0
18636,Male,23,Agra,Student,2,0,6,5,0
18637,Male,27,Ghaziabad,Student,4,0,9,5,0
18651,Male,30,Chennai,Student,3,0,8,4,0
18652,Male,32,Thane,Student,2,0,8,5,0
18654,Male,21,Mumbai,Student,2,,8,1,0
18658,Male,18,Indore,Student,4,0,8,,0
18665,Female,33,Hyderabad,Student,1,0,8,3,0
18669,Female,28,Faridabad,Student,5,0,7,2,0
